"source_file","dataset","recomp_ratio","method","metric","value"
"202604152245_wikimqa_curve.output","wikimqa",0.6,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.6,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.6,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.6,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.6,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.6,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.6,"query_aware","avg_ttft_s",2.11124463068005
"202604152245_wikimqa_curve.output","wikimqa",0.6,"query_aware","avg_total_s",2.39545336596002
"202604152245_wikimqa_curve.output","wikimqa",0.6,"query_aware","avg_f1",0.298254412254412
"202604152245_wikimqa_curve.output","wikimqa",0.6,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.65,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.65,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.65,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.65,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.65,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.65,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.65,"query_aware","avg_ttft_s",0.998361151259742
"202604152245_wikimqa_curve.output","wikimqa",0.65,"query_aware","avg_total_s",1.23655583033982
"202604152245_wikimqa_curve.output","wikimqa",0.65,"query_aware","avg_f1",0.285104264156896
"202604152245_wikimqa_curve.output","wikimqa",0.65,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.7,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.7,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.7,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.7,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.7,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.7,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.7,"query_aware","avg_ttft_s",1.0742328437799
"202604152245_wikimqa_curve.output","wikimqa",0.7,"query_aware","avg_total_s",1.30337199521997
"202604152245_wikimqa_curve.output","wikimqa",0.7,"query_aware","avg_f1",0.313802031302031
"202604152245_wikimqa_curve.output","wikimqa",0.7,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.75,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.75,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.75,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.75,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.75,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.75,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.75,"query_aware","avg_ttft_s",1.14547570722007
"202604152245_wikimqa_curve.output","wikimqa",0.75,"query_aware","avg_total_s",1.38995019668
"202604152245_wikimqa_curve.output","wikimqa",0.75,"query_aware","avg_f1",0.301838161838162
"202604152245_wikimqa_curve.output","wikimqa",0.75,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.8,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.8,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.8,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.8,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.8,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.8,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.8,"query_aware","avg_ttft_s",1.22312354466001
"202604152245_wikimqa_curve.output","wikimqa",0.8,"query_aware","avg_total_s",1.47489571456015
"202604152245_wikimqa_curve.output","wikimqa",0.8,"query_aware","avg_f1",0.258217984913637
"202604152245_wikimqa_curve.output","wikimqa",0.8,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.85,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.85,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.85,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.85,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.85,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.85,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.85,"query_aware","avg_ttft_s",1.31483544146016
"202604152245_wikimqa_curve.output","wikimqa",0.85,"query_aware","avg_total_s",1.53793302722006
"202604152245_wikimqa_curve.output","wikimqa",0.85,"query_aware","avg_f1",0.330521700521701
"202604152245_wikimqa_curve.output","wikimqa",0.85,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.9,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.9,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.9,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.9,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.9,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.9,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.9,"query_aware","avg_ttft_s",1.39573317064001
"202604152245_wikimqa_curve.output","wikimqa",0.9,"query_aware","avg_total_s",1.59691644306015
"202604152245_wikimqa_curve.output","wikimqa",0.9,"query_aware","avg_f1",0.273122433122433
"202604152245_wikimqa_curve.output","wikimqa",0.9,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",0.95,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",0.95,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",0.95,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.95,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",0.95,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",0.95,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",0.95,"query_aware","avg_ttft_s",1.48001294213995
"202604152245_wikimqa_curve.output","wikimqa",0.95,"query_aware","avg_total_s",1.66654896128006
"202604152245_wikimqa_curve.output","wikimqa",0.95,"query_aware","avg_f1",0.2605106005106
"202604152245_wikimqa_curve.output","wikimqa",0.95,"query_aware","true_recompute_count",50
"202604152245_wikimqa_curve.output","wikimqa",1,"full_reuse","avg_ttft_s",1.16418580991998
"202604152245_wikimqa_curve.output","wikimqa",1,"full_reuse","avg_total_s",1.36604919308
"202604152245_wikimqa_curve.output","wikimqa",1,"full_reuse","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",1,"full_prefill","avg_ttft_s",1.51315527102015
"202604152245_wikimqa_curve.output","wikimqa",1,"full_prefill","avg_total_s",1.71507144184008
"202604152245_wikimqa_curve.output","wikimqa",1,"full_prefill","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",1,"query_aware","avg_ttft_s",1.56193016199999
"202604152245_wikimqa_curve.output","wikimqa",1,"query_aware","avg_total_s",1.77182617479993
"202604152245_wikimqa_curve.output","wikimqa",1,"query_aware","avg_f1",0.249157264304323
"202604152245_wikimqa_curve.output","wikimqa",1,"query_aware","true_recompute_count",50
